YYYY-MM-DD(DOY),planting_date,harvest_date,yield,used_biomass,irrigation_demand,precipitation,county_name,crop_name,latitude,longitude,date,year
1984-09-01(245),1984130,1984245,11948.41992,0,416.755951,71.800003,WallaWalla,Corn_grain,46.28125,-118.65625,1984-09-01,1984
1985-08-23(235),1985130,1985235,11844.79004,0,438.867218,47.075001,WallaWalla,Corn_grain,46.28125,-118.65625,1985-08-23,1985
1986-08-22(234),1986130,1986234,12810.99805,0,429.748749,35.599998,WallaWalla,Corn_grain,46.28125,-118.65625,1986-08-22,1986
1987-08-29(241),1987130,1987241,12425.32227,0,399.835114,58.674999,WallaWalla,Corn_grain,46.28125,-118.65625,1987-08-29,1987
1988-08-27(240),1988130,1988240,12646.63379,0,436.833405,53.924999,WallaWalla,Corn_grain,46.28125,-118.65625,1988-08-27,1988
1989-09-04(247),1989130,1989247,12880.21191,0,432.542389,46.975002,WallaWalla,Corn_grain,46.28125,-118.65625,1989-09-04,1989
1990-08-24(236),1990130,1990236,11068.8457,0,410.101868,72.850006,WallaWalla,Corn_grain,46.28125,-118.65625,1990-08-24,1990
1991-08-31(243),1991130,1991243,12232.41309,0,403.47522,103.625,WallaWalla,Corn_grain,46.28125,-118.65625,1991-08-31,1991
1992-08-17(230),1992130,1992230,11685.02832,0,369.830139,63.199997,WallaWalla,Corn_grain,46.28125,-118.65625,1992-08-17,1992
1993-09-02(245),1993130,1993245,14463.79199,0,395.126068,104.224998,WallaWalla,Corn_grain,46.28125,-118.65625,1993-09-02,1993
1994-08-21(233),1994130,1994233,12207.2002,0,435.720154,66.950005,WallaWalla,Corn_grain,46.28125,-118.65625,1994-08-21,1994
1995-09-02(245),1995130,1995245,13128.45117,0,391.434326,75.450005,WallaWalla,Corn_grain,46.28125,-118.65625,1995-09-02,1995
1996-08-29(242),1996130,1996242,12479.73438,0,412.475891,63.699997,WallaWalla,Corn_grain,46.28125,-118.65625,1996-08-29,1996
1997-08-25(237),1997130,1997237,13057.29785,0,393.114044,50.174999,WallaWalla,Corn_grain,46.28125,-118.65625,1997-08-25,1997
1998-08-23(235),1998130,1998235,10904,0,369.140961,59.75,WallaWalla,Corn_grain,46.28125,-118.65625,1998-08-23,1998
1999-09-03(246),1999130,1999246,12704.33594,0,431.391205,29.475,WallaWalla,Corn_grain,46.28125,-118.65625,1999-09-03,1999
2000-08-28(241),2000130,2000241,12842.41992,0,432.772705,61.75,WallaWalla,Corn_grain,46.28125,-118.65625,2000-08-28,2000
2001-08-27(239),2001130,2001239,12877.08008,0,428.548859,45.225002,WallaWalla,Corn_grain,46.28125,-118.65625,2001-08-27,2001
2002-08-26(238),2002130,2002238,12224.43652,0,414.314301,54.775002,WallaWalla,Corn_grain,46.28125,-118.65625,2002-08-26,2002
2003-08-19(231),2003130,2003231,12251.32129,0,455.953064,15.525001,WallaWalla,Corn_grain,46.28125,-118.65625,2003-08-19,2003
2004-08-21(234),2004130,2004234,11831.09961,0,417.263306,84.574997,WallaWalla,Corn_grain,46.28125,-118.65625,2004-08-21,2004
2005-08-23(235),2005130,2005235,12456.41113,0,455.278992,49.299999,WallaWalla,Corn_grain,46.28125,-118.65625,2005-08-23,2005
2006-08-20(232),2006130,2006232,12207.26563,0,414.110809,76.049995,WallaWalla,Corn_grain,46.28125,-118.65625,2006-08-20,2006
2007-08-21(233),2007130,2007233,12701.68066,0,430.699402,40.350002,WallaWalla,Corn_grain,46.28125,-118.65625,2007-08-21,2007
2008-08-25(238),2008130,2008238,12924.77734,0,452.130005,50.424999,WallaWalla,Corn_grain,46.28125,-118.65625,2008-08-25,2008
2009-08-20(232),2009130,2009232,12633.14746,0,428.509705,37.849998,WallaWalla,Corn_grain,46.28125,-118.65625,2009-08-20,2009
2010-09-02(245),2010130,2010245,12414.77148,0,433.258545,90.175003,WallaWalla,Corn_grain,46.28125,-118.65625,2010-09-02,2010
2011-09-10(253),2011130,2011253,13461.63184,0,454.989899,76.799995,WallaWalla,Corn_grain,46.28125,-118.65625,2011-09-10,2011
2012-08-28(241),2012130,2012241,12174.80762,0,371.709076,88.224998,WallaWalla,Corn_grain,46.28125,-118.65625,2012-08-28,2012
2013-08-21(233),2013130,2013233,11805.74609,0,411.858521,61.549999,WallaWalla,Corn_grain,46.28125,-118.65625,2013-08-21,2013
2014-08-15(227),2014130,2014227,11907.67285,0,415.913177,32.900002,WallaWalla,Corn_grain,46.28125,-118.65625,2014-08-15,2014
2015-08-08(220),2015130,2015220,10773.60742,0,411.378693,37.875,WallaWalla,Corn_grain,46.28125,-118.65625,2015-08-08,2015
2016-08-29(242),2016130,2016242,13316.7207,0,432.306976,56.274998,WallaWalla,Corn_grain,46.28125,-118.65625,2016-08-29,2016
2017-08-29(241),2017130,2017241,12067.32227,0,455.766205,18.85,WallaWalla,Corn_grain,46.28125,-118.65625,2017-08-29,2017
2018-08-30(242),2018130,2018242,13542.71875,0,485.521301,3.575,WallaWalla,Corn_grain,46.28125,-118.65625,2018-08-30,2018
2019-08-27(239),2019130,2019239,13604.5957,0,468.769379,33.950001,WallaWalla,Corn_grain,46.28125,-118.65625,2019-08-27,2019
1981-07-05(186),1980258,1981186,9379.30957,0,340,438.5,WallaWalla,Winter_Wheat,46.03125,-118.21875,1981-07-05,1981
1982-07-14(195),1981258,1982195,8867.324219,0,440,434.125,WallaWalla,Winter_Wheat,46.03125,-118.21875,1982-07-14,1982
1983-07-09(190),1982258,1983190,9183.512695,0,378.581787,477.774994,WallaWalla,Winter_Wheat,46.03125,-118.21875,1983-07-09,1983
1984-07-16(198),1983258,1984198,9386.459961,0,359.324097,480.149994,WallaWalla,Winter_Wheat,46.03125,-118.21875,1984-07-16,1984
1985-07-21(202),1984258,1985202,8000.95752,0,520,322.875,WallaWalla,Winter_Wheat,46.03125,-118.21875,1985-07-21,1985
1986-07-21(202),1985258,1986202,8052.625488,0,480,395.524994,WallaWalla,Winter_Wheat,46.03125,-118.21875,1986-07-21,1986
1987-07-07(188),1986258,1987188,7985.886719,0,460,347.375,WallaWalla,Winter_Wheat,46.03125,-118.21875,1987-07-07,1987
1988-07-05(187),1987258,1988187,9009.512695,0,397.333954,304.25,WallaWalla,Winter_Wheat,46.03125,-118.21875,1988-07-05,1988
1989-07-22(203),1988258,1989203,8441.114258,0,440,395.399994,WallaWalla,Winter_Wheat,46.03125,-118.21875,1989-07-22,1989
1990-07-08(189),1989258,1990189,8869.250977,0,397.73349,318.150024,WallaWalla,Winter_Wheat,46.03125,-118.21875,1990-07-08,1990
1991-07-12(193),1990258,1991193,9671.610352,0,380,419.225006,WallaWalla,Winter_Wheat,46.03125,-118.21875,1991-07-12,1991
1992-06-24(176),1991258,1992176,8102.092773,0,420,292.774994,WallaWalla,Winter_Wheat,46.03125,-118.21875,1992-06-24,1992
1993-07-28(209),1992258,1993209,8721.884766,0,359.246338,463.299988,WallaWalla,Winter_Wheat,46.03125,-118.21875,1993-07-28,1993
1994-07-14(195),1993258,1994195,8152.139648,0,460,270.975006,WallaWalla,Winter_Wheat,46.03125,-118.21875,1994-07-14,1994
1995-07-04(185),1994258,1995185,8968.960938,0,318.035614,502.075012,WallaWalla,Winter_Wheat,46.03125,-118.21875,1995-07-04,1995
1996-07-13(195),1995258,1996195,9065.310547,0,359.76358,514.625,WallaWalla,Winter_Wheat,46.03125,-118.21875,1996-07-13,1996
1997-07-21(202),1996258,1997202,8259.883789,0,419.266815,524.174988,WallaWalla,Winter_Wheat,46.03125,-118.21875,1997-07-21,1997
1998-07-07(188),1997258,1998188,8874.030273,0,360,351.375,WallaWalla,Winter_Wheat,46.03125,-118.21875,1998-07-07,1998
1999-07-07(188),1998258,1999188,9479.591797,0,437.165955,322.399994,WallaWalla,Winter_Wheat,46.03125,-118.21875,1999-07-07,1999
2000-07-06(188),1999258,2000188,9274.950195,0,395.923859,429.424988,WallaWalla,Winter_Wheat,46.03125,-118.21875,2000-07-06,2000
2001-07-22(203),2000258,2001203,8519.750977,0,459.725983,341.075012,WallaWalla,Winter_Wheat,46.03125,-118.21875,2001-07-22,2001
2002-07-08(189),2001258,2002189,9235.186523,0,420,346.375,WallaWalla,Winter_Wheat,46.03125,-118.21875,2002-07-08,2002
2003-07-06(187),2002258,2003187,9037.977539,0,397.189453,380.5,WallaWalla,Winter_Wheat,46.03125,-118.21875,2003-07-06,2003
2004-07-10(192),2003258,2004192,9081.859375,0,418.417206,412.925018,WallaWalla,Winter_Wheat,46.03125,-118.21875,2004-07-10,2004
2005-07-11(192),2004258,2005192,8970.077148,0,417.424927,281.850006,WallaWalla,Winter_Wheat,46.03125,-118.21875,2005-07-11,2005
2006-07-10(191),2005258,2006191,9027.793945,0,374.410522,447.924988,WallaWalla,Winter_Wheat,46.03125,-118.21875,2006-07-10,2006
2007-07-20(201),2006258,2007201,8252.413086,0,518.367859,370.050018,WallaWalla,Winter_Wheat,46.03125,-118.21875,2007-07-20,2007
2008-07-19(201),2007258,2008201,9064.884766,0,480,335.475006,WallaWalla,Winter_Wheat,46.03125,-118.21875,2008-07-19,2008
2009-07-14(195),2008258,2009195,8971.533203,0,440,407.974976,WallaWalla,Winter_Wheat,46.03125,-118.21875,2009-07-14,2009
2010-07-16(197),2009258,2010197,9772.943359,0,417.521027,361.550018,WallaWalla,Winter_Wheat,46.03125,-118.21875,2010-07-16,2010
2011-07-22(203),2010258,2011203,9853.663086,0,359.967987,538.450012,WallaWalla,Winter_Wheat,46.03125,-118.21875,2011-07-22,2011
2012-07-15(197),2011258,2012197,9409.611328,0,340,466.075012,WallaWalla,Winter_Wheat,46.03125,-118.21875,2012-07-15,2012
2013-07-05(186),2012258,2013186,9163.912109,0,380,382.474976,WallaWalla,Winter_Wheat,46.03125,-118.21875,2013-07-05,2013
2014-07-11(192),2013258,2014192,9081.696289,0,480,357.075012,WallaWalla,Winter_Wheat,46.03125,-118.21875,2014-07-11,2014
2015-06-14(165),2014258,2015165,8555.816406,0,379.084137,337.450012,WallaWalla,Winter_Wheat,46.03125,-118.21875,2015-06-14,2015
2016-06-19(171),2015258,2016171,8308.466797,0,378.040009,349.325012,WallaWalla,Winter_Wheat,46.03125,-118.21875,2016-06-19,2016
2017-07-12(193),2016258,2017193,9174.725586,0,400,474,WallaWalla,Winter_Wheat,46.03125,-118.21875,2017-07-12,2017
2018-07-13(194),2017258,2018194,8546.616211,0,480,363.449982,WallaWalla,Winter_Wheat,46.03125,-118.21875,2018-07-13,2018
2019-07-15(196),2018258,2019196,8874.481445,0,457.201996,424.300018,WallaWalla,Winter_Wheat,46.03125,-118.21875,2019-07-15,2019
1981-07-05(186),1980258,1981186,9165.03125,0,208,438.5,WallaWalla,Winter_Wheat,46.03125,-118.40625,1981-07-05,1981
1982-07-14(195),1981258,1982195,8260.193359,0,312,434.125,WallaWalla,Winter_Wheat,46.03125,-118.40625,1982-07-14,1982
1983-07-08(189),1982258,1983189,8502.444336,0,272,476.524994,WallaWalla,Winter_Wheat,46.03125,-118.40625,1983-07-08,1983
1984-07-15(197),1983258,1984197,8576.367188,0,232,480.149994,WallaWalla,Winter_Wheat,46.03125,-118.40625,1984-07-15,1984
1985-07-21(202),1984258,1985202,5828.801758,0,296,322.875,WallaWalla,Winter_Wheat,46.03125,-118.40625,1985-07-21,1985
1986-07-21(202),1985258,1986202,6842.979004,0,328,395.524994,WallaWalla,Winter_Wheat,46.03125,-118.40625,1986-07-21,1986
1987-07-07(188),1986258,1987188,6568.633301,0,304,347.375,WallaWalla,Winter_Wheat,46.03125,-118.40625,1987-07-07,1987
1988-07-05(187),1987258,1988187,7828.093262,0,336,304.25,WallaWalla,Winter_Wheat,46.03125,-118.40625,1988-07-05,1988
1989-07-22(203),1988258,1989203,7088.428223,0,288,395.399994,WallaWalla,Winter_Wheat,46.03125,-118.40625,1989-07-22,1989
1990-07-07(188),1989258,1990188,7947.978516,0,384,318.150024,WallaWalla,Winter_Wheat,46.03125,-118.40625,1990-07-07,1990
1991-07-11(192),1990258,1991192,9234.928711,0,344,416.824982,WallaWalla,Winter_Wheat,46.03125,-118.40625,1991-07-11,1991
1992-06-23(175),1991258,1992175,6642.043945,0,304,292.774994,WallaWalla,Winter_Wheat,46.03125,-118.40625,1992-06-23,1992
1993-07-27(208),1992258,1993208,8061.477539,0,256,463.299988,WallaWalla,Winter_Wheat,46.03125,-118.40625,1993-07-27,1993
1994-07-14(195),1993258,1994195,6494.870605,0,296,270.975006,WallaWalla,Winter_Wheat,46.03125,-118.40625,1994-07-14,1994
1995-07-04(185),1994258,1995185,8644.523438,0,208,502.075012,WallaWalla,Winter_Wheat,46.03125,-118.40625,1995-07-04,1995
1996-07-13(195),1995258,1996195,8877.927734,0,264,514.625,WallaWalla,Winter_Wheat,46.03125,-118.40625,1996-07-13,1996
1997-07-21(202),1996258,1997202,7877.9375,0,312,524.174988,WallaWalla,Winter_Wheat,46.03125,-118.40625,1997-07-21,1997
1998-07-07(188),1997258,1998188,8339.355469,0,296,351.375,WallaWalla,Winter_Wheat,46.03125,-118.40625,1998-07-07,1998
1999-07-07(188),1998258,1999188,8235.983398,0,360,322.399994,WallaWalla,Winter_Wheat,46.03125,-118.40625,1999-07-07,1999
2000-07-05(187),1999258,2000187,8457.838867,0,304,425.5,WallaWalla,Winter_Wheat,46.03125,-118.40625,2000-07-05,2000
2001-07-21(202),2000258,2001202,6741.062012,0,352,341.075012,WallaWalla,Winter_Wheat,46.03125,-118.40625,2001-07-21,2001
2002-07-08(189),2001258,2002189,8104.137695,0,368,346.375,WallaWalla,Winter_Wheat,46.03125,-118.40625,2002-07-08,2002
2003-07-06(187),2002258,2003187,7909.665527,0,280,380.5,WallaWalla,Winter_Wheat,46.03125,-118.40625,2003-07-06,2003
2004-07-09(191),2003258,2004191,8453.396484,0,248,412.925018,WallaWalla,Winter_Wheat,46.03125,-118.40625,2004-07-09,2004
2005-07-11(192),2004258,2005192,7785.301758,0,368,281.850006,WallaWalla,Winter_Wheat,46.03125,-118.40625,2005-07-11,2005
2006-07-10(191),2005258,2006191,8052.45459,0,296,447.924988,WallaWalla,Winter_Wheat,46.03125,-118.40625,2006-07-10,2006
2007-07-19(200),2006258,2007200,5610.243652,0,336,362.899994,WallaWalla,Winter_Wheat,46.03125,-118.40625,2007-07-19,2007
2008-07-19(201),2007258,2008201,7038.73584,0,336,335.475006,WallaWalla,Winter_Wheat,46.03125,-118.40625,2008-07-19,2008
2009-07-13(194),2008258,2009194,7388.697754,0,288,406.874969,WallaWalla,Winter_Wheat,46.03125,-118.40625,2009-07-13,2009
2010-07-16(197),2009258,2010197,8862.543945,0,328,361.550018,WallaWalla,Winter_Wheat,46.03125,-118.40625,2010-07-16,2010
2011-07-21(202),2010258,2011202,9145.895508,0,288,538.450012,WallaWalla,Winter_Wheat,46.03125,-118.40625,2011-07-21,2011
2012-07-15(197),2011258,2012197,8727.661133,0,280,466.075012,WallaWalla,Winter_Wheat,46.03125,-118.40625,2012-07-15,2012
2013-07-05(186),2012258,2013186,7823.843262,0,280,382.474976,WallaWalla,Winter_Wheat,46.03125,-118.40625,2013-07-05,2013
2014-07-10(191),2013258,2014191,7162.645996,0,368,357.075012,WallaWalla,Winter_Wheat,46.03125,-118.40625,2014-07-10,2014
2015-06-14(165),2014258,2015165,8049.916992,0,320,337.450012,WallaWalla,Winter_Wheat,46.03125,-118.40625,2015-06-14,2015
2016-06-19(171),2015258,2016171,7417.890625,0,352,349.325012,WallaWalla,Winter_Wheat,46.03125,-118.40625,2016-06-19,2016
2017-07-11(192),2016258,2017192,8348.31543,0,272,474,WallaWalla,Winter_Wheat,46.03125,-118.40625,2017-07-11,2017
2018-07-12(193),2017258,2018193,6481.490723,0,336,363.449982,WallaWalla,Winter_Wheat,46.03125,-118.40625,2018-07-12,2018
2019-07-15(196),2018258,2019196,7589.078125,0,280,424.300018,WallaWalla,Winter_Wheat,46.03125,-118.40625,2019-07-15,2019
1980-10-31(305),1980130,1980305,15054.80176,13350.48633,480,80.125,Yakima,Corn_grain,46.15625,-119.96875,1980-10-31,1980
1981-11-01(305),1981130,1981305,15260.26953,13532.69336,480,106.299995,Yakima,Corn_grain,46.15625,-119.96875,1981-11-01,1981
1982-11-01(305),1982130,1982305,17966.4082,15932.47754,506.892029,132.800003,Yakima,Corn_grain,46.15625,-119.96875,1982-11-01,1982
1983-11-01(305),1983130,1983305,19256.51758,17076.53711,536.901489,75.099998,Yakima,Corn_grain,46.15625,-119.96875,1983-11-01,1983
1984-10-31(305),1984130,1984305,11778.81641,10445.36621,420,81.200005,Yakima,Corn_grain,46.15625,-119.96875,1984-10-31,1984
1985-11-01(305),1985130,1985305,12064.41895,10698.63672,420,97.175003,Yakima,Corn_grain,46.15625,-119.96875,1985-11-01,1985
1986-11-01(305),1986130,1986305,16077.85254,14257.71973,540,71.025002,Yakima,Corn_grain,46.15625,-119.96875,1986-11-01,1986
1987-11-01(305),1987130,1987305,14413.89844,12782.1377,510,36.024998,Yakima,Corn_grain,46.15625,-119.96875,1987-11-01,1987
1988-10-31(305),1988130,1988305,15717.42969,13938.10059,540,39.900002,Yakima,Corn_grain,46.15625,-119.96875,1988-10-31,1988
1989-11-01(305),1989130,1989305,15054.81641,13350.49902,510,56.150002,Yakima,Corn_grain,46.15625,-119.96875,1989-11-01,1989
1990-11-01(305),1990130,1990305,10895.2168,9661.796875,390,126.574997,Yakima,Corn_grain,46.15625,-119.96875,1990-11-01,1990
1991-11-01(305),1991130,1991305,14986.62988,13290.03223,540,101.099998,Yakima,Corn_grain,46.15625,-119.96875,1991-11-01,1991
1992-10-31(305),1992130,1992305,13656.98828,12110.91504,479.835358,84.574997,Yakima,Corn_grain,46.15625,-119.96875,1992-10-31,1992
1993-11-01(305),1993130,1993305,19451.30859,17249.27539,568.541077,60.474998,Yakima,Corn_grain,46.15625,-119.96875,1993-11-01,1993
1994-11-01(305),1994130,1994305,13077.7041,11597.20996,510,106.324997,Yakima,Corn_grain,46.15625,-119.96875,1994-11-01,1994
1995-11-01(305),1995130,1995305,16680.18945,14791.86816,480,91.399994,Yakima,Corn_grain,46.15625,-119.96875,1995-11-01,1995
1996-10-31(305),1996130,1996305,12535.89941,11116.74316,450,74.424995,Yakima,Corn_grain,46.15625,-119.96875,1996-10-31,1996
1997-11-01(305),1997130,1997305,15230.77441,13506.53809,479.044891,116.599998,Yakima,Corn_grain,46.15625,-119.96875,1997-11-01,1997
1998-11-01(305),1998130,1998305,12510.45898,11094.18262,448.518524,85.800003,Yakima,Corn_grain,46.15625,-119.96875,1998-11-01,1998
1999-11-01(305),1999130,1999305,12360.48242,10961.18359,450,41.424999,Yakima,Corn_grain,46.15625,-119.96875,1999-11-01,1999
2000-10-31(305),2000130,2000305,16609.83789,14729.48047,540,45.899998,Yakima,Corn_grain,46.15625,-119.96875,2000-10-31,2000
2001-11-01(305),2001130,2001305,12891.36523,11431.9668,510,64.549995,Yakima,Corn_grain,46.15625,-119.96875,2001-11-01,2001
2002-11-01(305),2002130,2002305,15589.22656,13824.40918,539.477051,46.674999,Yakima,Corn_grain,46.15625,-119.96875,2002-11-01,2002
2003-11-01(305),2003130,2003305,11130.92383,9870.820312,450,37.724998,Yakima,Corn_grain,46.15625,-119.96875,2003-11-01,2003
2004-10-31(305),2004130,2004305,14269.7666,12654.32324,449.93631,110.475006,Yakima,Corn_grain,46.15625,-119.96875,2004-10-31,2004
2005-11-01(305),2005130,2005305,14341.76758,12718.17285,540,66.299995,Yakima,Corn_grain,46.15625,-119.96875,2005-11-01,2005
2006-11-01(305),2006130,2006305,13705.20801,12153.67676,510,80.674995,Yakima,Corn_grain,46.15625,-119.96875,2006-11-01,2006
2007-11-01(305),2007130,2007305,12533.63965,11114.73828,450,69.599998,Yakima,Corn_grain,46.15625,-119.96875,2007-11-01,2007
2008-10-31(305),2008130,2008305,15030.48731,13328.92383,510,61.75,Yakima,Corn_grain,46.15625,-119.96875,2008-10-31,2008
2009-11-01(305),2009130,2009305,13496.65918,11968.73633,510,72.724998,Yakima,Corn_grain,46.15625,-119.96875,2009-11-01,2009
2010-11-01(305),2010130,2010305,12973.99121,11505.23926,420,153.449997,Yakima,Corn_grain,46.15625,-119.96875,2010-11-01,2010
2011-11-01(305),2011130,2011305,16416.75977,14558.26074,510,108.599998,Yakima,Corn_grain,46.15625,-119.96875,2011-11-01,2011
2012-10-31(305),2012130,2012305,14085.18555,12490.6377,479.971924,106.574997,Yakima,Corn_grain,46.15625,-119.96875,2012-10-31,2012
2013-11-01(305),2013130,2013305,12667.7041,11233.625,448.79718,147.449997,Yakima,Corn_grain,46.15625,-119.96875,2013-11-01,2013
2014-11-01(305),2014130,2014305,10647.13086,9441.796875,390,90.225006,Yakima,Corn_grain,46.15625,-119.96875,2014-11-01,2014
2015-11-01(305),2015130,2015305,11179.66309,9914.041992,450,43.349998,Yakima,Corn_grain,46.15625,-119.96875,2015-11-01,2015
2016-10-31(305),2016130,2016305,14029.15625,12440.95117,480,149.900009,Yakima,Corn_grain,46.15625,-119.96875,2016-10-31,2016
2017-11-01(305),2017130,2017305,11495.81348,10194.40137,450,47.624996,Yakima,Corn_grain,46.15625,-119.96875,2017-11-01,2017
2018-11-01(305),2018130,2018305,14688.00195,13025.20996,540,39.349998,Yakima,Corn_grain,46.15625,-119.96875,2018-11-01,2018
2019-11-01(305),2019130,2019305,16028.35742,14213.8291,479.420166,90.075005,Yakima,Corn_grain,46.15625,-119.96875,2019-11-01,2019
1980-10-31(305),1980130,1980305,18111.28906,16060.95703,600,78.099998,Yakima,Corn_grain,46.21875,-119.34375,1980-10-31,1980
1981-11-01(305),1981130,1981305,16036.34668,14220.91406,600,82.225006,Yakima,Corn_grain,46.21875,-119.34375,1981-11-01,1981
1982-11-01(305),1982130,1982305,16148.75,14320.59082,540,112.575005,Yakima,Corn_grain,46.21875,-119.34375,1982-11-01,1982
1983-11-01(305),1983130,1983305,17796.1582,15781.50195,560,62.650002,Yakima,Corn_grain,46.21875,-119.34375,1983-11-01,1983
1984-10-31(305),1984130,1984305,16637.65039,14754.14356,600,59.400002,Yakima,Corn_grain,46.21875,-119.34375,1984-10-31,1984
1985-11-01(305),1985130,1985305,14989.60254,13292.66797,600,66.375,Yakima,Corn_grain,46.21875,-119.34375,1985-11-01,1985
1986-10-09(282),1986130,1986282,16625.79688,0,580,52.300003,Yakima,Corn_grain,46.21875,-119.34375,1986-10-09,1986
1987-10-03(276),1987130,1987276,16160.88965,0,580,24.800001,Yakima,Corn_grain,46.21875,-119.34375,1987-10-03,1987
1988-10-07(281),1988130,1988281,16341.89453,0,600,30.425001,Yakima,Corn_grain,46.21875,-119.34375,1988-10-07,1988
1989-11-01(305),1989130,1989305,16902.70313,14989.19141,640,44.125,Yakima,Corn_grain,46.21875,-119.34375,1989-11-01,1989
1990-09-26(269),1990130,1990269,13110.44727,0,520,74.775002,Yakima,Corn_grain,46.21875,-119.34375,1990-09-26,1990
1991-10-07(280),1991130,1991280,14524.97363,0,580,69.825005,Yakima,Corn_grain,46.21875,-119.34375,1991-10-07,1991
1992-09-26(270),1992130,1992270,13721.21973,0,520,60,Yakima,Corn_grain,46.21875,-119.34375,1992-09-26,1992
1993-11-01(305),1993130,1993305,18909.27734,16768.60547,620,47.625,Yakima,Corn_grain,46.21875,-119.34375,1993-11-01,1993
1994-09-28(271),1994130,1994271,14323.82617,0,580,43.625,Yakima,Corn_grain,46.21875,-119.34375,1994-09-28,1994
1995-11-01(305),1995130,1995305,17120.25781,15182.11621,560,82.699997,Yakima,Corn_grain,46.21875,-119.34375,1995-11-01,1995
1996-10-31(305),1996130,1996305,16183.31543,14351.24414,580,62.899998,Yakima,Corn_grain,46.21875,-119.34375,1996-10-31,1996
1997-10-01(274),1997130,1997274,16175.29004,0,520,52.549999,Yakima,Corn_grain,46.21875,-119.34375,1997-10-01,1997
1998-09-18(261),1998130,1998261,13731.44629,0,500,58.674999,Yakima,Corn_grain,46.21875,-119.34375,1998-09-18,1998
1999-11-01(305),1999130,1999305,16268.99023,14427.21973,640,28.699999,Yakima,Corn_grain,46.21875,-119.34375,1999-11-01,1999
2000-10-29(303),2000130,2000303,15552.33106,0,620,45.125,Yakima,Corn_grain,46.21875,-119.34375,2000-10-29,2000
2001-09-26(269),2001130,2001269,15425.82715,0,600,37.725002,Yakima,Corn_grain,46.21875,-119.34375,2001-09-26,2001
2002-10-02(275),2002130,2002275,14854.49805,0,580,37.575001,Yakima,Corn_grain,46.21875,-119.34375,2002-10-02,2002
2003-09-20(263),2003130,2003263,14508.0459,0,560,17.85,Yakima,Corn_grain,46.21875,-119.34375,2003-09-20,2003
2004-09-29(273),2004130,2004273,13991.81055,0,500,77.474998,Yakima,Corn_grain,46.21875,-119.34375,2004-09-29,2004
2005-10-13(286),2005130,2005286,14145.87598,0,580,38.600002,Yakima,Corn_grain,46.21875,-119.34375,2005-10-13,2005
2006-09-28(271),2006130,2006271,15353.81152,0,560,63.950001,Yakima,Corn_grain,46.21875,-119.34375,2006-09-28,2006
2007-10-09(282),2007130,2007282,15384.31738,0,580,34.299999,Yakima,Corn_grain,46.21875,-119.34375,2007-10-09,2007
2008-10-31(305),2008130,2008305,16530.80859,0,620,43.474998,Yakima,Corn_grain,46.21875,-119.34375,2008-10-31,2008
2009-09-23(266),2009130,2009266,15686.15234,0,580,20.625,Yakima,Corn_grain,46.21875,-119.34375,2009-09-23,2009
2010-11-01(305),2010130,2010305,16530.37695,14659.01465,600,118.974998,Yakima,Corn_grain,46.21875,-119.34375,2010-11-01,2010
2011-11-01(305),2011130,2011305,17134.12109,15194.41113,600,83.300003,Yakima,Corn_grain,46.21875,-119.34375,2011-11-01,2011
2012-10-02(276),2012130,2012276,14470.24902,0,560,53.174999,Yakima,Corn_grain,46.21875,-119.34375,2012-10-02,2012
2013-09-16(259),2013130,2013259,12658.7334,0,500,86.699997,Yakima,Corn_grain,46.21875,-119.34375,2013-09-16,2013
2014-10-01(274),2014130,2014274,13545.80664,0,560,30.924999,Yakima,Corn_grain,46.21875,-119.34375,2014-10-01,2014
2015-09-19(262),2015130,2015262,13496.15234,0,560,40.924999,Yakima,Corn_grain,46.21875,-119.34375,2015-09-19,2015
2016-10-31(305),2016130,2016305,17141.62891,15201.06836,600,116,Yakima,Corn_grain,46.21875,-119.34375,2016-10-31,2016
2017-10-20(293),2017130,2017293,15185.60742,0,560,19.875,Yakima,Corn_grain,46.21875,-119.34375,2017-10-20,2017
2018-11-01(305),2018130,2018305,17206.8125,15258.87207,640,33.950001,Yakima,Corn_grain,46.21875,-119.34375,2018-11-01,2018
2019-11-01(305),2019130,2019305,16746.9375,14851.05957,560,65.975006,Yakima,Corn_grain,46.21875,-119.34375,2019-11-01,2019
1981-08-15(227),1980258,1981227,9642.411133,0,560,341.800018,Yakima,Winter_Wheat,46.15625,-119.34375,1981-08-15,1981
1982-08-23(235),1981258,1982235,8881.208008,0,580,430.5,Yakima,Winter_Wheat,46.15625,-119.34375,1982-08-23,1982
1983-08-15(227),1982258,1983227,9566.423828,0,580,507.300018,Yakima,Winter_Wheat,46.15625,-119.34375,1983-08-15,1983
1984-08-23(236),1983258,1984236,8970.612305,0,560,383.975006,Yakima,Winter_Wheat,46.15625,-119.34375,1984-08-23,1984
1985-08-23(235),1984258,1985235,8212.790039,0,620,270.875,Yakima,Winter_Wheat,46.15625,-119.34375,1985-08-23,1985
1986-08-20(232),1985258,1986232,8437.958008,0,600,295.300018,Yakima,Winter_Wheat,46.15625,-119.34375,1986-08-20,1986
1987-08-07(219),1986258,1987219,8881.207031,0,560,299.774994,Yakima,Winter_Wheat,46.15625,-119.34375,1987-08-07,1987
1988-08-09(222),1987258,1988222,9678.974609,0,520,297.650024,Yakima,Winter_Wheat,46.15625,-119.34375,1988-08-09,1988
